"Fecha"|"Porc_ocupacion"|"Tarifa_promedio"|"Revpar"|"Totaltarifa_ocupadas"|"Propiedad"
"2025-03-24"|0.38333300000000003|429673.0435|164693.6762|9882480|"Sites 45"
"2025-03-25"|0.433333|393633.1538|170561.2439|10234462|"Sites 45"
"2025-03-26"|0.38333300000000003|432780.9261|165884.9266|9953961.3|"Sites 45"
"2025-03-27"|0.36666699999999997|510476.2727|187140.6006|11230478|"Sites 45"
"2025-03-28"|0.333333|564586.4|188176.6471|11291728|"Sites 45"
"2025-03-29"|0.566667|523534.1471|296634.4437|17800161|"Sites 45"
"2025-03-30"|0.566667|536712.9706|304101.5688|18248241|"Sites 45"
"2025-03-31"|0.566667|521586.4118|295530.8599|17733938|"Sites 45"
"2025-04-01"|0.4|451195.0417|180478.016|10828681|"Sites 45"
"2025-04-02"|0.7666670000000001|439175.5435|336671.969|20202075|"Sites 45"
"2025-04-03"|0.8833329999999999|408513.1698|360839.6742|21651198|"Sites 45"
"2025-04-04"|0.583333|430853.7714|251317.004|15079882|"Sites 45"
"2025-04-05"|0.416667|458825.8|191146.8283|11470645|"Sites 45"
"2025-04-06"|0.216667|486558.7692|105388.6274|6325264|"Sites 45"
"2025-04-07"|0.266667|428438.25|114221.6375|6855012|"Sites 45"
"2025-04-08"|0.45|371888.5556|167349.8475|10040991|"Sites 45"
"2025-04-09"|0.45|361244.6296|162560.079|9753605|"Sites 45"
"2025-04-10"|0.666667|397051.328|264674.4099|15882053.12|"Sites 45"
"2025-04-11"|0.7|467971.0714|327579.749|19654785|"Sites 45"
"2025-04-12"|0.7333329999999999|510176.3182|374112.2881|22447758|"Sites 45"
"2025-04-13"|0.783333|493839.4894|386824.4647|23210456|"Sites 45"
"2025-04-14"|0.7666670000000001|493897.1117|378621.5245|22719267.14|"Sites 45"
"2025-04-15"|0.65|506430.8205|329180.033|19750802|"Sites 45"
"2025-04-16"|0.65|509854.4872|331405.412|19884325|"Sites 45"
"2025-04-17"|0.8|482164.2917|385731.432|23143886|"Sites 45"
"2025-04-18"|0.683333|512016.878|349861.1273|20992692|"Sites 45"
"2025-04-19"|0.45|531862.7778|239338.2465|14360295|"Sites 45"
"2025-04-20"|0.316667|491191.4211|155511.2036|9332637|"Sites 45"
"2025-04-21"|0.35|478850.2857|167597.598|10055856|"Sites 45"
"2025-04-22"|0.416667|459854.68|191575.4597|11496367|"Sites 45"
"2025-04-23"|0.7333329999999999|422307.7927|309678.3024|18581542.88|"Sites 45"
"2025-04-24"|0.833333|427294.9|356064.8402|21364745|"Sites 45"
"2025-04-25"|0.916667|459642.4|421308.2238|25280332|"Sites 45"
"2025-04-26"|0.7|502787.0383|351950.921|21117055.61|"Sites 45"
"2025-04-27"|0.466667|455736.0357|212646.4316|12760609|"Sites 45"
"2025-04-28"|0.416667|509286.32|212168.6809|12732158|"Sites 45"
"2025-04-29"|0.5|430500.0667|215250.03|12915002|"Sites 45"
"2025-04-30"|0.583333|414418.9429|241730.5677|14504663|"Sites 45"
"2025-05-01"|0.7|445716.3095|312001.41|18720085|"Sites 45"
"2025-05-02"|0.783333|453353.5319|355111.82|21307616|"Sites 45"
"2025-05-03"|0.666667|441252.2785|294138.7632|17650091.14|"Sites 45"
"2025-05-04"|0.45|402931.5556|181319.1975|10879152|"Sites 45"
"2025-05-05"|0.4|469287|187714.8|11262888|"Sites 45"
"2025-05-06"|0.316667|470928.1053|149095.8365|8947634|"Sites 45"
"2025-05-07"|0.633333|377112.8158|238825.5426|14330287|"Sites 45"
"2025-05-08"|0.8|397871.5208|318297.216|19097833|"Sites 45"
"2025-05-09"|0.666667|458259.075|305475.4961|18330363|"Sites 45"
"2025-05-10"|0.483333|407364.069|196879.0502|11813558|"Sites 45"
"2025-05-11"|0.4|455541.1667|182216.464|10932988|"Sites 45"
"2025-05-12"|0.516667|389694.8387|201316.3492|12080540|"Sites 45"
"2025-05-13"|0.916667|394783.5273|361858.5744|21713094|"Sites 45"
"2025-05-14"|0.8833329999999999|361786.9434|319566.4041|19174708|"Sites 45"
"2025-05-15"|0.933333|364373.7679|340070.0302|20404931|"Sites 45"
"2025-05-16"|0.8666670000000001|361110.6731|312938.5066|18777755|"Sites 45"
"2025-05-17"|0.583333|388712.0857|226735.7563|13604923|"Sites 45"
"2025-05-18"|0.45|443549|199597.05|11975823|"Sites 45"
"2025-05-19"|0.566667|397963.7662|225486.2664|13530768.05|"Sites 45"
"2025-05-20"|0.65|388530.2821|252544.682|15152681|"Sites 45"
"2025-05-21"|0.716667|391153.9288|280300.8991|16819618.94|"Sites 45"
"2025-05-22"|0.7|383782.1336|268647.491|16118849.61|"Sites 45"
"2025-05-23"|0.566667|404906.4606|229420.0002|13766819.66|"Sites 45"
"2025-05-24"|0.55|425144.6667|233829.563|14029774|"Sites 45"
"2025-05-25"|0.5333330000000001|455712.4688|243031.4549|14582799|"Sites 45"
"2025-05-26"|0.583333|439503.1429|256362.1816|15382610|"Sites 45"
"2025-05-27"|0.666667|401492.525|267634.9138|16059701|"Sites 45"
"2025-05-28"|0.916667|423032.2|387751.3145|23266771|"Sites 45"
"2025-05-29"|0.716667|490487.7209|351483.5002|21090972|"Sites 45"
"2025-05-30"|0.65|455852.8205|296304.333|17778260|"Sites 45"
"2025-05-31"|0.566667|454120.2688|257304.5393|15440089.14|"Sites 45"
"2025-06-01"|0.433333|423323|183425.8559|11006398|"Sites 45"
"2025-06-02"|0.416667|491236.4|204649.0842|12280910|"Sites 45"
"2025-06-03"|0.6|453109.6022|271865.76|16311945.68|"Sites 45"
"2025-06-04"|0.616667|409545.4054|252525.6936|15153180|"Sites 45"
"2025-06-05"|0.616667|421981.3514|260193.7004|15613310|"Sites 45"
"2025-06-06"|0.5333330000000001|466731.9688|248908.1543|14935423|"Sites 45"
"2025-06-07"|0.55|447340.0909|246037.0495|14762223|"Sites 45"
"2025-06-08"|0.683333|394899.8049|269835.0333|16190892|"Sites 45"
"2025-06-09"|0.666667|486902.225|324569.0199|19476089|"Sites 45"
"2025-06-10"|0.75|436550.6444|327412.98|19644779|"Sites 45"
"2025-06-11"|0.933333|431949.5179|403138.4777|24189173|"Sites 45"
"2025-06-12"|0.9833329999999999|431891.1017|424678.5186|25481575|"Sites 45"
"2025-06-13"|0.8833329999999999|429653.6415|379513.0602|22771643|"Sites 45"
"2025-06-14"|0.75|419734.6667|314800.995|18888060|"Sites 45"
"2025-06-15"|0.566667|425819.8529|241269.527|14477875|"Sites 45"
"2025-06-16"|0.633333|410187.7632|259771.9084|15587135|"Sites 45"
"2025-06-17"|0.633333|410612.5645|260040.9342|15603277.45|"Sites 45"
"2025-06-18"|0.716667|440510.1395|315669.5592|18941936|"Sites 45"
"2025-06-19"|0.666667|439611.3|293044.8926|17584452|"Sites 45"
"2025-06-20"|0.716667|463481.0465|332130.5133|19929685|"Sites 45"
"2025-06-21"|0.7666670000000001|458055.4565|351145.308|21070551|"Sites 45"
"2025-06-22"|0.7666670000000001|444066|340420.9956|20427036|"Sites 45"
"2025-06-23"|0.566667|502174.5588|284532.1|17073935|"Sites 45"
"2025-06-24"|0.8833329999999999|487240.8868|430379.8693|25823767|"Sites 45"
"2025-06-25"|0.9|403117.5|362805.75|21768345|"Sites 45"
"2025-06-26"|0.8833329999999999|420724.6415|371626.0745|22298406|"Sites 45"
"2025-06-27"|0.816667|415644.5335|339415.3232|20366582.14|"Sites 45"
"2025-06-28"|0.9|439061.8335|395155.647|23709339.01|"Sites 45"
"2025-06-29"|1|432052.5237|432052.52|25923151.42|"Sites 45"
"2025-06-30"|1|408671.6|408671.6|24520296|"Sites 45"
"2025-07-01"|0.95|416589.5263|395760.044|23745603|"Sites 45"
"2025-07-02"|0.85|441442.7759|375226.3545|22513581.57|"Sites 45"
"2025-07-03"|0.95|430228|408716.6|24522996|"Sites 45"
"2025-07-04"|0.9|422397.6667|380157.894|22809474|"Sites 45"
"2025-07-05"|0.9833329999999999|409558.9661|402719.3254|24163979|"Sites 45"
"2025-07-06"|0.966667|425262.8103|411059.0321|24665243|"Sites 45"
"2025-07-07"|0.9833329999999999|428291.5932|421139.1204|25269204|"Sites 45"
"2025-07-08"|0.9833329999999999|436683.1888|429390.5709|25764308.14|"Sites 45"
"2025-07-09"|0.9833329999999999|415964.8136|409018.1977|24541924|"Sites 45"
"2025-07-10"|0.7|429464.3333|300625.031|18037502|"Sites 45"
"2025-07-11"|0.7|478868.381|335207.866|20112472|"Sites 45"
"2025-07-12"|0.566667|507304.3529|287438.6447|17248348|"Sites 45"
"2025-07-13"|0.616667|460335.4551|283842.8385|17032411.84|"Sites 45"
"2025-07-14"|0.833333|430959.02|359118.1514|21547951|"Sites 45"
"2025-07-15"|0.7666670000000001|422635.7174|323992.5353|19441243|"Sites 45"
"2025-07-16"|0.966667|455193.7241|439990.2498|26401236|"Sites 45"
"2025-07-17"|0.9833329999999999|427714.0169|420571.186|25235127|"Sites 45"
"2025-07-18"|0.933333|454250.8296|423952.2903|25438046.46|"Sites 45"
"2025-07-19"|0.85|457513.3575|388886.3475|23333181.23|"Sites 45"
"2025-07-20"|0.783333|446296.4034|349583.9701|20975930.96|"Sites 45"
"2025-07-21"|0.616667|456044.7297|281197.1744|16873655|"Sites 45"
"2025-07-22"|0.416667|456186.76|190047.4042|11404669|"Sites 45"
"2025-07-23"|0.566667|487520.7721|276229.2683|16575706.25|"Sites 45"
"2025-07-24"|0.75|479236.0889|359427.06|21565624|"Sites 45"
"2025-07-25"|0.9|510105.0989|459094.581|27545675.34|"Sites 45"
"2025-07-26"|0.95|464962.7719|441714.6315|26502878|"Sites 45"
"2025-07-27"|0.816667|463676.2041|378637.9849|22720134|"Sites 45"
"2025-07-28"|0.833333|448575.6|373798.0475|22428780|"Sites 45"
"2025-07-29"|0.8833329999999999|444197.4906|392359.6429|23542467|"Sites 45"
"2025-07-30"|0.75|452554.8444|339416.13|20364968|"Sites 45"
"2025-07-31"|0.666667|513274.975|342149.095|20530999|"Sites 45"
"2025-08-01"|0.5333330000000001|626922.4375|334337.7319|20061518|"Sites 45"
"2025-08-02"|0.55|618273.0909|340050.1995|20403012|"Sites 45"
"2025-08-03"|0.566667|595444.0588|337378.5987|20245098|"Sites 45"
"2025-08-04"|0.616667|579724.7297|357458.2624|21449815|"Sites 45"
"2025-08-05"|0.683333|616894.2927|421523.8684|25292666|"Sites 45"
"2025-08-06"|0.7666670000000001|673016.4348|515934.3952|30958756|"Sites 45"
"2025-08-07"|0.783333|698553.6596|547177.074|32832022|"Sites 45"
"2025-08-08"|0.8666670000000001|677968.3077|587527.3288|35254352|"Sites 45"
"2025-08-09"|0.8833329999999999|704868.0943|622609.9839|37358009|"Sites 45"
"2025-08-10"|0.8|602417.375|481933.896|28916034|"Sites 45"
"2025-08-11"|0.9833329999999999|504948.1356|496515.4962|29791940|"Sites 45"
"2025-08-12"|1|477663.05|477663.05|28659783|"Sites 45"
"2025-08-13"|0.966667|465288.4655|449747.8254|26986731|"Sites 45"
"2025-08-14"|0.8666670000000001|480640.2115|416522.806|24993291|"Sites 45"
"2025-08-15"|1|464328.8333|464328.83|27859730|"Sites 45"
"2025-08-16"|0.65|501361.7949|325885.1635|19553110|"Sites 45"
"2025-08-17"|0.616667|487896.0541|300836.7044|18052154|"Sites 45"
"2025-08-18"|0.5|529147.1|264573.55|15874413|"Sites 45"
"2025-08-19"|0.7|455441|318808.7|19128522|"Sites 45"
"2025-08-20"|0.95|452343.2281|429726.059|25783564|"Sites 45"
"2025-08-21"|0.916667|474822.8182|435222.5876|26115255|"Sites 45"
"2025-08-22"|0.816667|444520.2857|362995.2606|21781494|"Sites 45"
"2025-08-23"|0.666667|493656.975|329071.7362|19746279|"Sites 45"
"2025-08-24"|0.5|448532.1333|224266.065|13455964|"Sites 45"
"2025-08-25"|0.583333|463821|270546.7893|16233735|"Sites 45"
"2025-08-26"|0.6|439478.6667|263687.196|15821232|"Sites 45"
"2025-08-27"|0.7666670000000001|454222.0652|348206.6312|20894215|"Sites 45"
"2025-08-28"|0.683333|447124.7317|305520.328|18332114|"Sites 45"
"2025-08-29"|0.566667|450511.4453|255259.7819|15317389.14|"Sites 45"
"2025-08-30"|0.566667|481252.7353|272677.7968|16362593|"Sites 45"
"2025-08-31"|0.483333|475446.7586|229783.4143|13787956|"Sites 45"
"2025-09-01"|0.45|429808.7407|193413.933|11604836|"Sites 45"
"2025-09-02"|0.38333300000000003|461554.0435|176913.6635|10615743|"Sites 45"
"2025-09-03"|0.7|443477.4286|310434.194|18626052|"Sites 45"
"2025-09-04"|0.75|440895.9333|330671.9475|19840317|"Sites 45"
"2025-09-05"|0.633333|498299.3684|315572.9847|18935376|"Sites 45"
"2025-09-06"|0.6|501944.1667|301166.496|18069990|"Sites 45"
"2025-09-07"|0.5333330000000001|506251.5625|269983.9569|16200050|"Sites 45"
"2025-09-08"|0.583333|453629.9714|264602.3615|15877049|"Sites 45"
"2025-09-09"|0.666667|464253.05|309471.0831|18570122|"Sites 45"
"2025-09-10"|0.666667|405478.6103|270292.0414|16219144.41|"Sites 45"
"2025-09-11"|0.7|405403.1667|283782.212|17026933|"Sites 45"
"2025-09-12"|0.6|430870.6389|258522.378|15511343|"Sites 45"
"2025-09-13"|0.45|429724.2819|193375.926|11602555.61|"Sites 45"
"2025-09-14"|0.38333300000000003|428872.4783|164386.8178|9864067|"Sites 45"
"2025-09-15"|0.416667|414033.72|172486.4478|10350843|"Sites 45"
"2025-09-16"|0.483333|388574.7586|187798.1767|11268668|"Sites 45"
"2025-09-17"|0.583333|413922.1429|241440.7843|14487275|"Sites 45"
"2025-09-18"|0.683333|448989.5122|306794.5322|18408570|"Sites 45"
"2025-09-19"|0.5333330000000001|442287.2188|235871.7691|14153191|"Sites 45"
"2025-09-20"|0.5|444933.5667|222466.78|13348007|"Sites 45"
"2025-09-21"|0.45|433495.0741|195072.7815|11704367|"Sites 45"
"2025-09-22"|0.516667|401668|207501.6888|12451708|"Sites 45"
"2025-09-23"|0.55|394281.7576|216854.9625|13011298|"Sites 45"
"2025-09-24"|0.8|360643.2708|288514.6166|17310877|"Sites 45"
"2025-09-25"|0.716667|376061.8605|269511.1254|16170660|"Sites 45"
"2025-09-26"|0.55|365966.1861|201281.4024|12076884.14|"Sites 45"
"2025-09-27"|0.466667|345733.3157|161342.3292|9680532.84|"Sites 45"
"2025-09-28"|0.36666699999999997|403840.5705|148075.0105|8884492.55|"Sites 45"
"2025-09-29"|0.36666699999999997|352252.3841|129159.3249|7749552.45|"Sites 45"
"2025-09-30"|0.316667|349322.9621|110619.0544|6637136.28|"Sites 45"
"2025-10-01"|0.216667|380602.4031|82463.9809|4947831.24|"Sites 45"
"2025-10-02"|0.18333300000000002|355755.3009|65221.6866|3913308.31|"Sites 45"
"2025-10-03"|0.133333|377308.0513|50307.6144|3018464.41|"Sites 45"
"2025-10-04"|0.15|378150.7222|56722.6083|3403356.5|"Sites 45"
"2025-10-05"|0.116667|372761.5443|43488.9711|2609330.81|"Sites 45"
"2025-10-06"|0.15|401667.1589|60250.0738|3615004.43|"Sites 45"
"2025-10-07"|0.18333300000000002|396019.6382|72603.4683|4356216.02|"Sites 45"
"2025-10-08"|0.266667|395430.2206|105448.1906|6326883.53|"Sites 45"
"2025-10-09"|0.36666699999999997|429264.6945|157397.1977|9443823.28|"Sites 45"
"2025-10-10"|0.36666699999999997|440122.06|161378.2354|9682685.32|"Sites 45"
"2025-10-11"|0.266667|445288.6475|118743.7878|7124618.36|"Sites 45"
"2025-10-12"|0.16666699999999998|412653.102|68775.6546|4126531.02|"Sites 45"
"2025-10-13"|0.116667|447130.1557|52165.3339|3129911.09|"Sites 45"
"2025-10-14"|0.216667|463615.8638|100450.2584|6027006.23|"Sites 45"
"2025-10-15"|0.233333|437844.425|102163.5532|6129821.95|"Sites 45"
"2025-10-16"|0.233333|462628.2786|107946.4441|6476795.9|"Sites 45"
"2025-10-17"|0.16666699999999998|512956.883|85492.9848|5129568.83|"Sites 45"
"2025-10-18"|0.033333|611728.805|20390.7563|1223457.61|"Sites 45"
"2025-10-19"|0.05|510492.5033|25524.6252|1531477.51|"Sites 45"
"2025-10-20"|0.1|410246.2517|41024.6252|2461477.51|"Sites 45"
"2025-10-21"|0.7333329999999999|319494.9389|234296.182|14057777.31|"Sites 45"
"2025-10-22"|0.666667|307442.729|204961.9218|12297709.16|"Sites 45"
"2025-10-23"|0.716667|326877.1433|234262.0617|14055717.16|"Sites 45"
"2025-10-24"|0.75|330711.6133|248033.71|14882022.6|"Sites 45"
"2025-10-25"|0.18333300000000002|397974.7536|72961.9055|4377722.29|"Sites 45"
"2025-10-26"|0.116667|385902|45022.0286|2701314|"Sites 45"
"2025-10-27"|0.08333299999999999|424262.8|35355.0919|2121314|"Sites 45"
"2025-10-28"|0.1|475299|47529.9|2851794|"Sites 45"
"2025-10-29"|0.133333|617347.425|82312.7842|4938779.4|"Sites 45"
"2025-10-30"|0.266667|460455.58|122788.3082|7367289.28|"Sites 45"
"2025-10-31"|0.3|439741.505|131922.4515|7915347.09|"Sites 45"
"2025-11-01"|0.36666699999999997|404378.9077|148272.4009|8896335.97|"Sites 45"
"2025-11-02"|0.3|411306.9689|123392.0907|7403525.44|"Sites 45"
"2025-11-03"|0.266667|439799.5575|117280.0286|7036792.92|"Sites 45"
"2025-11-04"|0.266667|457692.1119|122051.3824|7323073.79|"Sites 45"
"2025-11-05"|0.25|465317.694|116329.4235|6979765.41|"Sites 45"
"2025-11-06"|0.05|576516|28825.8|1729548|"Sites 45"
"2025-11-07"|0.016667|410000|6833.47|410000|"Sites 45"
"2025-11-08"|0.033333|442335|14744.3526|884670|"Sites 45"
"2025-11-09"|0.05|474421.6667|23721.0833|1423265|"Sites 45"
"2025-11-10"|0.05|474421.6667|23721.0833|1423265|"Sites 45"
"2025-11-11"|0.133333|438827.205|58510.1477|3510617.64|"Sites 45"
"2025-11-12"|0.316667|426372.8079|135018.198|8101083.35|"Sites 45"
"2025-11-13"|0.4|444080.4454|177632.1782|10657930.69|"Sites 45"
"2025-11-14"|0.283333|452952.0376|128336.2597|7700184.64|"Sites 45"
"2025-11-15"|0.316667|482463.5589|152780.2878|9166807.62|"Sites 45"
"2025-11-16"|0.2|473513.0908|94702.6182|5682157.09|"Sites 45"
"2025-11-17"|0.133333|488272.245|65102.8032|3906177.96|"Sites 45"
"2025-11-18"|0.08333299999999999|422562.188|35213.3748|2112810.94|"Sites 45"
"2025-11-19"|0.15|501342.4667|75201.37|4512082.2|"Sites 45"
"2025-11-20"|0.216667|430070.8054|93182.1512|5590920.47|"Sites 45"
"2025-11-21"|0.333333|402312.7675|134104.1217|8046255.35|"Sites 45"
"2025-11-22"|0.4|335377.3063|134150.9225|8049055.35|"Sites 45"
"2025-11-23"|0.08333299999999999|446203.572|37183.4823|2231017.86|"Sites 45"
"2025-11-24"|0.133333|434889.685|57985.1464|3479117.48|"Sites 45"
"2025-11-25"|0.116667|460092.2686|53677.5847|3220645.88|"Sites 45"
"2025-11-26"|0.133333|463095.6425|61745.9313|3704765.14|"Sites 45"
"2025-11-27"|0.283333|419817.8559|118948.2526|7136903.55|"Sites 45"
"2025-11-28"|0.36666699999999997|412174.5191|151130.7944|9067839.42|"Sites 45"
"2025-11-29"|0.3|499074.0789|149722.2237|8983333.42|"Sites 45"
"2025-11-30"|0.16666699999999998|480504.842|80084.3005|4805048.42|"Sites 45"
"2025-12-01"|0.06666699999999999|448729.92|29915.4776|1794919.68|"Sites 45"
"2025-12-02"|0.033333|685983.94|22865.9027|1371967.88|"Sites 45"
"2025-12-03"|0.15|457031.9433|68554.7915|4113287.49|"Sites 45"
"2025-12-04"|0.05|751095.83|37554.7915|2253287.49|"Sites 45"
"2025-12-05"|0.1|590841.7817|59084.1782|3545050.69|"Sites 45"
"2025-12-06"|0.116667|592316.92|69103.8381|4146218.44|"Sites 45"
"2025-12-07"|0.1|620930.0067|62093.0007|3725580.04|"Sites 45"
"2025-12-08"|0.05|361333.3333|18066.6667|1084000|"Sites 45"
"2025-12-09"|0.033333|310000|10333.23|620000|"Sites 45"
"2025-12-10"|0.033333|310000|10333.23|620000|"Sites 45"
"2025-12-11"|0.05|547066.6667|27353.3333|1641200|"Sites 45"
"2025-12-12"|0.05|581986.6667|29099.3333|1745960|"Sites 45"
"2025-12-13"|0.08333299999999999|591225.4|49268.5863|2956127|"Sites 45"
"2025-12-14"|0.1|538133.1667|53813.3167|3228799|"Sites 45"
"2025-12-15"|0.16666699999999998|534513.455|89085.754|5345134.55|"Sites 45"
"2025-12-16"|0.116667|520819.3643|60762.4328|3645735.55|"Sites 45"
"2025-12-17"|0.08333299999999999|555460.182|46288.1633|2777300.91|"Sites 45"
"2025-12-18"|0.116667|542685.2729|63313.4627|3798796.91|"Sites 45"
"2025-12-19"|0.25|443281.4607|110820.3652|6649221.91|"Sites 45"
"2025-12-20"|0.416667|504537.0468|210223.9377|12613426.17|"Sites 45"
"2025-12-21"|0.416667|497089.564|207120.8174|12427239.1|"Sites 45"
"2025-12-22"|0.283333|550081.3276|155856.1928|9351382.57|"Sites 45"
"2025-12-23"|0.333333|571072.135|190357.188|11421442.7|"Sites 45"
"2025-12-24"|0.333333|600878.928|200292.7757|12017578.56|"Sites 45"
"2025-12-25"|0.18333300000000002|519756.7345|95288.5614|5717324.08|"Sites 45"
"2025-12-26"|0.15|514341.6356|77151.2453|4629074.72|"Sites 45"
"2025-12-27"|0.15|517462.3022|77619.3453|4657160.72|"Sites 45"
"2025-12-28"|0.266667|460173.8888|122713.1904|7362782.22|"Sites 45"
"2025-12-29"|0.2|401996.8058|80399.3612|4823961.67|"Sites 45"
"2025-12-30"|0.1|446947.9283|44694.7928|2681687.57|"Sites 45"
"2025-12-31"|0.1|605060.0267|60506.0027|3630360.16|"Sites 45"
"2025-01-01"|0.5|339578.8983|169789.445|10187366.95|"Sites Recreo"
"2025-01-02"|0.616667|316711.2973|195284.1814|11718318|"Sites Recreo"
"2025-01-03"|0.5333330000000001|336555.8484|179485.2295|10769787.15|"Sites Recreo"
"2025-01-04"|0.7333329999999999|341214.2868|250212.4315|15013428.62|"Sites Recreo"
"2025-01-05"|0.683333|374127.3098|255641.1841|15339219.7|"Sites Recreo"
"2025-01-06"|0.566667|326292.7059|184877.4438|11093952|"Sites Recreo"
"2025-01-07"|0.683333|301780.0951|206206.3355|12372983.9|"Sites Recreo"
"2025-01-08"|0.666667|305247.45|203477.9502|12209898|"Sites Recreo"
"2025-01-09"|0.8666670000000001|301113.6731|260945.1064|15657911|"Sites Recreo"
"2025-01-10"|0.683333|309406.8466|211417.6938|12685680.71|"Sites Recreo"
"2025-01-11"|0.616667|299274.9324|184532.9218|11073172.5|"Sites Recreo"
"2025-01-12"|0.35|276968.51|96938.9785|5816338.71|"Sites Recreo"
"2025-01-13"|0.583333|287191.87|167519.0178|10051715.45|"Sites Recreo"
"2025-01-14"|0.783333|295285.2196|231296.905|13878405.32|"Sites Recreo"
"2025-01-15"|0.85|288571.4643|245285.741|14717144.68|"Sites Recreo"
"2025-01-16"|0.8666670000000001|293220.4188|254104.8073|15247461.78|"Sites Recreo"
"2025-01-17"|0.55|277510.14|152630.577|9157834.62|"Sites Recreo"
"2025-01-18"|0.416667|265887.2888|110768.6408|6647182.22|"Sites Recreo"
"2025-01-19"|0.416667|274857.6156|114505.6803|6871440.39|"Sites Recreo"
"2025-01-20"|0.483333|306020.5172|147899.7125|8874595|"Sites Recreo"
"2025-01-21"|0.8666670000000001|310699.2133|269251.9354|16156359.09|"Sites Recreo"
"2025-01-22"|0.833333|300073.447|250051.1976|15003672.35|"Sites Recreo"
"2025-01-23"|0.8666670000000001|292705.5044|253658.5863|15220686.23|"Sites Recreo"
"2025-01-24"|0.633333|285182.2745|180605.9316|10836926.43|"Sites Recreo"
"2025-01-25"|0.38333300000000003|280532.3987|107528.0651|6452245.17|"Sites Recreo"
"2025-01-26"|0.25|257184.2887|64296.07|3857764.33|"Sites Recreo"
"2025-01-27"|0.75|269078.6|201808.95|12108537|"Sites Recreo"
"2025-01-28"|0.916667|283579.1778|259928.6672|15596854.78|"Sites Recreo"
"2025-01-29"|0.9833329999999999|292964.1186|288071.6094|17284883|"Sites Recreo"
"2025-01-30"|0.8|292075.5833|233660.464|14019628|"Sites Recreo"
"2025-01-31"|0.466667|290674.7143|135628.8197|8138892|"Sites Recreo"
"2025-02-01"|0.35|296437|103752.95|6225177|"Sites Recreo"
"2025-02-02"|0.18333300000000002|300291.6364|55043.4558|3303208|"Sites Recreo"
"2025-02-03"|0.716667|295103.2644|211470.9961|12689440.37|"Sites Recreo"
"2025-02-04"|0.8|306082.125|244865.696|14691942|"Sites Recreo"
"2025-02-05"|0.833333|312941.1|260773.8186|15647055|"Sites Recreo"
"2025-02-06"|0.8833329999999999|317515.3992|280461.344|16828316.16|"Sites Recreo"
"2025-02-07"|0.566667|295268.6765|167299.2284|10039135|"Sites Recreo"
"2025-02-08"|0.36666699999999997|268385.4091|98390.0876|5904479|"Sites Recreo"
"2025-02-09"|0.233333|285478.2857|66602.0827|3996696|"Sites Recreo"
"2025-02-10"|0.5|303706.8667|151853.43|9111206|"Sites Recreo"
"2025-02-11"|0.833333|300609.42|250497.8297|15030471|"Sites Recreo"
"2025-02-12"|0.9833329999999999|309174.1864|304010.9712|18241277|"Sites Recreo"
"2025-02-13"|0.85|309795.4902|263326.1665|15799570|"Sites Recreo"
"2025-02-14"|0.483333|313134.2414|151337.7782|9080893|"Sites Recreo"
"2025-02-15"|0.45|320602.0741|144270.9315|8656256|"Sites Recreo"
"2025-02-16"|0.15|290842.8644|43626.429|2617585.78|"Sites Recreo"
"2025-02-17"|0.8833329999999999|241902.0402|213672.0719|12820808.13|"Sites Recreo"
"2025-02-18"|0.783333|369475.383|289410.0652|17365343|"Sites Recreo"
"2025-02-19"|0.933333|311127.5714|290375.3611|17423144|"Sites Recreo"
"2025-02-20"|0.966667|309648.4483|299306.1821|17959610|"Sites Recreo"
"2025-02-21"|0.7333329999999999|306941.4545|225080.1653|13505424|"Sites Recreo"
"2025-02-22"|0.5333330000000001|307371.5625|163921.2529|9835890|"Sites Recreo"
"2025-02-23"|0.266667|313432.8169|83561.1871|5014925.07|"Sites Recreo"
"2025-02-24"|0.8|292641.2292|234112.976|14046779|"Sites Recreo"
"2025-02-25"|0.9|294335.3933|264901.851|15894111.24|"Sites Recreo"
"2025-02-26"|0.966667|305398.0862|295197.7841|17713089|"Sites Recreo"
"2025-02-27"|0.5333330000000001|323485.4025|172514.7638|10351532.88|"Sites Recreo"
"2025-02-28"|0.283333|317898.7059|90060.7017|5404278|"Sites Recreo"
"2025-03-01"|0.35|324496.2857|113573.698|6814422|"Sites Recreo"
"2025-03-02"|0.333333|325519.1025|108495.516|6510382.05|"Sites Recreo"
"2025-03-03"|0.566667|311991.2815|176774.2592|10607703.57|"Sites Recreo"
"2025-03-04"|0.933333|314021.6145|293076.3686|17585210.41|"Sites Recreo"
"2025-03-05"|0.966667|312086.0995|301662.4146|18100993.77|"Sites Recreo"
"2025-03-06"|0.7666670000000001|315719.0833|242030.2467|14523077.83|"Sites Recreo"
"2025-03-07"|0.583333|307226.6009|179205.2758|10752931.03|"Sites Recreo"
"2025-03-08"|0.633333|311009.7355|196962.462|11818369.95|"Sites Recreo"
"2025-03-09"|0.233333|314084.5921|73275.9348|4397184.29|"Sites Recreo"
"2025-03-10"|0.783333|301345.4255|236043.8675|14163235|"Sites Recreo"
"2025-03-11"|0.95|308003.0526|292602.8975|17556174|"Sites Recreo"
"2025-03-12"|0.933333|311888.4464|291085.4811|17465753|"Sites Recreo"
"2025-03-13"|0.7|314251.8417|219976.288|13198577.35|"Sites Recreo"
